iter	RMSE
4772	32123.9232
4773	32122.69505
4774	32121.14906
4775	32118.68759
4776	32116.6126
4777	32116.1326
4778	32115.77811
4779	32115.26356
4780	32113.63703
4781	32113.39956
4782	32109.88474
4783	32104.9605
4784	32104.20054
4785	32100.84925
4786	32099.62583
4787	32099.44356
4788	32099.35267
4789	32095.45985
4790	32090.24178
4791	32089.70318
4792	32089.4607
4793	32089.03686
4794	32087.52305
4795	32087.03486
4796	32086.18998
4797	32083.28094
4798	32081.54742
4799	32081.35934
4800	32080.2059
4801	32078.30469
4802	32077.92886
4803	32076.54927
4804	32076.0154
4805	32074.30495
4806	32073.80247
4807	32071.01741
4808	32070.15977
4809	32070.0115
4810	32067.91426
4811	32061.21421
4812	32060.38268
4813	32058.66857
4814	32058.15233
4815	32058.11082
4816	32057.63451
4817	32057.29641
4818	32056.32352
4819	32054.68253
4820	32052.36038
4821	32050.55983
4822	32045.87738
4823	32041.39414
4824	32038.86496
4825	32038.56327
4826	32036.41833
4827	32035.66332
4828	32034.13823
4829	32033.40277
4830	32032.70742
4831	32030.09012
4832	32028.2773
4833	32027.55548
4834	32026.19732
4835	32026.09734
4836	32025.93755
4837	32024.20989
4838	32023.34009
4839	32018.34444
4840	32013.94881
4841	32009.93744
4842	32006.95573
4843	32006.45877
4844	32005.64501
4845	32004.32549
4846	31999.03008
4847	31993.59803
4848	31992.46199
4849	31990.1414
4850	31988.3896
4851	31985.81588
4852	31985.54919
4853	31984.86043
4854	31983.10125
4855	31982.31527
4856	31980.32939
4857	31979.5938
4858	31978.74258
4859	31976.72657
4860	31975.35092
4861	31971.0966
4862	31969.91374
4863	31969.69895
4864	31968.11759
4865	31968.01849
4866	31967.38702
4867	31965.89514
4868	31965.62914
4869	31964.51458
4870	31962.52105
4871	31960.92263
4872	31960.88928
4873	31960.74098
4874	31957.47295
4875	31957.42539
4876	31956.86509
4877	31956.45286
4878	31954.18856
4879	31950.47044
4880	31946.89478
4881	31946.07096
4882	31944.89546
4883	31944.33827
4884	31944.11687
4885	31943.94589
4886	31943.78762
4887	31942.06917
4888	31941.37502
4889	31940.59058
4890	31939.60611
4891	31938.35099
4892	31937.31446
4893	31936.99151
4894	31934.85401
4895	31934.70609
4896	31933.87715
4897	31933.71794
4898	31933.62773
4899	31932.96005
4900	31928.77793
4901	31927.22055
4902	31926.35043
4903	31925.86883
4904	31923.47248
4905	31921.11523
4906	31919.73893
4907	31918.58252
4908	31916.53897
4909	31916.10788
4910	31916.0709
4911	31913.35342
4912	31912.76885
4913	31910.16149
4914	31909.58116
4915	31908.98518
4916	31908.88465
4917	31905.76047
4918	31905.08148
4919	31904.73667
4920	31903.6108
4921	31899.8922
4922	31899.68058
4923	31898.84307
4924	31898.79883
4925	31897.69414
4926	31896.18807
4927	31894.19179
4928	31894.09953
4929	31893.66324
4930	31893.54122
4931	31893.36848
4932	31892.78264
4933	31892.41471
4934	31890.58473
4935	31887.17955
4936	31886.66521
4937	31885.48192
4938	31878.17901
4939	31877.90602
4940	31877.81467
4941	31877.25714
4942	31876.224
4943	31875.723
4944	31875.6917
4945	31873.91535
4946	31872.85871
4947	31871.63512
4948	31871.5875
4949	31870.01818
4950	31869.85823
4951	31868.38975
4952	31867.43216
4953	31867.29784
4954	31867.12892
4955	31867.02417
4956	31865.16959
4957	31864.93424
4958	31863.07257
4959	31861.97555
4960	31861.7162
4961	31861.64062
4962	31861.48077
4963	31860.96669
4964	31860.86959
4965	31858.37766
4966	31857.61255
4967	31857.55679
4968	31854.81842
4969	31854.21789
4970	31853.96842
4971	31850.21609
4972	31849.82871
4973	31848.24647
4974	31846.75874
4975	31846.67874
4976	31846.3619
4977	31842.33078
4978	31841.45074
4979	31839.56797
4980	31837.4942
4981	31836.80548
4982	31836.79128
4983	31835.35498
4984	31835.12971
4985	31831.30441
4986	31828.93512
4987	31827.90616
4988	31826.83056
4989	31826.60535
4990	31826.16852
4991	31824.35349
4992	31822.32948
4993	31817.74024
4994	31816.56443
4995	31816.52551
4996	31816.13372
4997	31815.5181
4998	31813.36629
4999	31812.75089
